movieId,Movie,Year,Certificate,Genre,Overview,Runtime,moviePoster
585,Josh,2009,UA,"Action, Family            ",    Satya is a college student. He discontinues his graduation studies in Vizag and comes to Hyderabad in search of a job. He runs into a fight with local college students who are influenced by...                See full summaryÂ Â»,167,https://upload.wikimedia.org/wikipedia/en/c/c7/Josh_2009_poster.jpg
586,Greeku Veerudu,2013,,Drama            ,    An overconfident businessman's journey of realizing the importance of family and turning from a stud to falling in love...,155,https://upload.wikimedia.org/wikipedia/en/7/75/Greeku_Veerudu_poster.jpg
587,Lakshmi Narasimha,2004,U,"Action, Drama            ",    A story about good-gone-bad cop.,171,https://upload.wikimedia.org/wikipedia/en/thumb/f/f0/Lakshmi_Narasimha_film_poster.jpg/330px-Lakshmi_Narasimha_film_poster.jpg
588,Autonagar Surya,2014,A,"Action, Crime, Drama            ","    Surya, a juvenile offender, completes his education in prison and upon release embarks on his dream project. However, he has to overcome numerous obstacles to turn his dream into a reality.",157,https://upload.wikimedia.org/wikipedia/en/4/4b/Autonagar_Surya_poster.jpg
589,Style,2006,U,Musical            ,"    The story goes all around the dance. Prabhu Deva/Ganesh is a good dancer. He beats Anthony in one dance competition.But then, Anthony gets Ganesh beaten up, and Ganesh loses his legs in a ...                See full summaryÂ Â»",160,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/Style_2006.jpg/330px-Style_2006.jpg
590,Shivamani,2003,U,"Action, Romance            ",    An ex cop goes in search of his lost girlfriend to Kerala and along way meets a news reporter who helps him to find his lover.,143,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Sivamani_film_poster.jpg/330px-Sivamani_film_poster.jpg
591,Surya vs. Surya,2015,,Drama            ,"    The film story revolves around a young man Surya (Nikhil Siddharth) who suffers with a heriditary disorder Porphyria, that prevents him from going outside during the day and enjoying the ...                See full summaryÂ Â»",0,https://upload.wikimedia.org/wikipedia/en/0/02/Surya_vs_Surya.jpg
592,Swathi Kiranam,1992,U,"Drama, Musical            ","    The story of a classical singer, who finds it difficult to cope with the rising popularity of a child-prodigy.",130,https://upload.wikimedia.org/wikipedia/en/4/42/Swathi_Kiranam.jpg
593,Alluda Majaaka!,1995,,"Action, Comedy, Drama            ","    Village bullies attempt to acquire lucrative land and engineer advantageous marital alliances, while the protagonists fight for love and honor.",161,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Alluda_Majaka.jpg/330px-Alluda_Majaka.jpg
594,Kavacham,2018,UA,"Action, Thriller            ",    A police officer from Vizag finds himself in a rut when false allegations are levied against him. He has 24 hours now to prove his innocence.,141,https://upload.wikimedia.org/wikipedia/en/e/ef/Kavacham_2018.jpg
595,Chinnadana Nee Kosam,2014,,"Drama, Romance            ","    A typical man with a good heart finds love after sighting a beautiful woman. Upon her request to get her a home by asking an old man (an old man that saw the hero saving a woman), he makes ...                See full summaryÂ Â»",155,https://upload.wikimedia.org/wikipedia/en/a/a3/Chinnadana_Nee_Kosam_poster.jpg
596,Hrudaya Kaleyam,2014,U,Comedy            ,    A comedy about a petty electronics thief.,114,https://upload.wikimedia.org/wikipedia/en/1/1b/Hrudaya_Kaleyam_poster.jpg
597,Mama Manchu Alludu Kanchu,2015,UA,"Action, Comedy            ","    Bhaktavatsalam Naidu (Mohan Babu), who has married two women and has successfully managed to keep the secret of the other woman to both the ladies..Later part reveal why Naidu married two of them and also his wives knowing the truth.",136,https://upload.wikimedia.org/wikipedia/en/thumb/7/75/Mama_Manchu_Alludu_Kanchu_Poster.jpg/330px-Mama_Manchu_Alludu_Kanchu_Poster.jpg
598,Prathinidhi,2014,,"Drama, Thriller            ","    A mysterious figure, who calls himself as 'The Common Man', kidnaps the Chief Minister of the state and threatens to murder him unless his demands are met.",150,https://upload.wikimedia.org/wikipedia/en/4/43/Prathinidhi_poster.jpg
599,SR Kalyanamandapam,2001,UA,"Action,Romance       ",A young man tries to repair his relationship with his father while falling in love.,160,https://upload.wikimedia.org/wikipedia/en/2/22/SR_Kalyanamandapam.jpg
600,Khatarnak,2006,A,"Action, Comedy            ",    Villain makes Ravi Teja a police officer so that he can use him for his own purpose. But when he knows the truth things turn upside down.,152,https://upload.wikimedia.org/wikipedia/en/6/6d/Khatarnak_Film_Poster.jpg
601,Ritu,2009,U,"Drama, Family            ","    Sarath, Varsha and Sunny are childhood friends, who get separated due to career requirements. Later, when Sarath tries to unite with other two, he finds that they changed drastically.",137,https://upload.wikimedia.org/wikipedia/en/0/02/Ritu_poster.jpg
602,Sri Ramadasu,2006,,"Biography, Musical            ",    Based on the life story of the great devotee-musician Bhakta Ramadasu,0,https://upload.wikimedia.org/wikipedia/en/3/35/Sri_ramadasu.jpg
603,Jawaan,2017,UA,"Action, Thriller            ",    The planned robbery of a missile pits childhood friends against each other.,134,https://upload.wikimedia.org/wikipedia/en/thumb/4/40/Jawaan_poster.jpg/330px-Jawaan_poster.jpg
604,Maalai Nerathu Mayakkam,2016,A,"Drama, Romance            ",    An incompatible couple get into an arranged marriage.,123,https://upload.wikimedia.org/wikipedia/en/3/30/Maalai_Naerathu_Mayakkam.jpg
605,Janaki Ramudu,1988,U,"Drama, Romance            ",nan,133,https://upload.wikimedia.org/wikipedia/en/8/8f/Janaki_Ramudu_poster.jpg
606,Koduku Diddina Kapuram,1989,U,Drama            ,"    Chakravarthy and Sasirekha gets married. But false allegations on Chakravarthy regarding a murder creates misunderstandings between them. Their sons who are identical twins, decides to reunite their parents.",134,https://upload.wikimedia.org/wikipedia/en/f/fc/Koduku_Diddina_Kapuram.jpg
607,Subedar Joginder Singh,2018,UA,"Action, Biography, Drama            ",    It is a biographical feature film on India's Highest Wartime Gallantry Award - Param Vir Chakra winner Subedar Joginder Singh. He fought three wars (as per records) for India before ...                See full summaryÂ Â»,139,https://upload.wikimedia.org/wikipedia/en/5/50/Subedar_Joginder_Singh_-_Poster.jpg
608,Anasuya,2007,A,"Crime, Mystery, Thriller            ",    A spine-chilling suspense thriller about a cat and mouse game between a budding journalist and motivated serial killer.,139,https://upload.wikimedia.org/wikipedia/en/8/81/Anasuya_50_Days_Poster.jpg
609,Postman,1999,,Action            ,"    Postman is a 2000 Indian Telugu film, directed by Muppalaneni Shiva and Produced by Mohan Babu. The film stars M Mohan Babu, Soundarya and Raasi in lead roles. The music of the film was ...                See full summaryÂ Â»",145,https://upload.wikimedia.org/wikipedia/en/e/ed/Postman_2000_film.jpg
610,Seven,2019,UA,Thriller            ,"    A police officer is bewildered by conflicting statements about Karthik's identity. Several young women seem to share a mysterious connection with him. An old man claims to know Karthik as Krishnamurthy, who died thirty years ago.",117,https://upload.wikimedia.org/wikipedia/en/9/90/Seven-poster.jpg
611,Jil,2015,A,Action            ,    A firefighter earns the wrath of a don who believes him to be helping his aide gone rogue.,141,https://upload.wikimedia.org/wikipedia/en/0/00/Jil_poster.jpg
612,Solo,2011,UA,Drama            ,    Gautham is an orphan who has always wanted to marry a girl in a joint family.,152,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Solo-Movie-Latest-Wallpapers-00133.jpg/330px-Solo-Movie-Latest-Wallpapers-00133.jpg
613,Andarivaadu,2005,,"Action, Comedy, Drama            ",    Govindarajulu (Chiranjeevi) is a labor leader who enjoys life in his own entertaining way. His son Siddardh (Chiranjeevi) heads a popular TV channel. Govindarajulu raises his son Siddardh ...                See full summaryÂ Â»,162,https://upload.wikimedia.org/wikipedia/en/a/ac/Andarivadu.jpg
614,Anthahpuram,1998,A,"Action, Drama            ",    Bhanu and her son fall prey to the unknown terror background of her husband's family- faction-ism which ultimately causes his death.,137,https://upload.wikimedia.org/wikipedia/en/d/dd/Anthahpuram.jpg
615,Samrat Ashok,1992,U,"Action, Drama, History            ",    The life story of emperor Ashoka.,160,https://upload.wikimedia.org/wikipedia/en/9/93/Samrat_Ashoka_%281992_film%29.jpg
616,Aapathbandavudu,1992,U,"Drama, Musical            ","    Madhava is a servant to Hema's father. Although they love each other, societal norms keep them apart. A horrific tragedy lands Hema in a mental asylum. Madhava enters the asylum to help and save her.",173,https://upload.wikimedia.org/wikipedia/en/4/45/Aapadbandhavudu.jpg
617,Aaha Kalyanam,2014,UA,"Comedy, Romance            ",    Partners of a wedding-planning firm face problems when they fall in love.,142,https://upload.wikimedia.org/wikipedia/en/f/fc/Aaha_Kalyanam.jpg
618,Allari Pidugu,2005,U,"Action, Drama, Romance            ",    Chakravarthy is a military officer. He has twins called Ranjith and Giri. Ranjit is very responsible kid with bright attitude. Giri is more of an innocent carefree guy. Chakravathy feels ...                See full summaryÂ Â»,171,https://upload.wikimedia.org/wikipedia/en/b/b4/Allari_Pidugu.jpg
619,Officer,2018,UA,"Action, Crime            ","    An honest officer fights to bring down a corrupt and dangerous cop, and attempts to bring down the entire Mumbai mafia with him.",122,https://upload.wikimedia.org/wikipedia/en/8/82/Officer_poster.jpg
620,Paisa,2014,,"Action, Drama            ",    Prakash is a sherwani model from the old city that believes money is the most important.,138,https://upload.wikimedia.org/wikipedia/en/f/f3/Paisa_poster.jpg
621,Yaan,2014,U,"Action, Thriller            ",    A young man gets into trouble in a foreign country.,153,https://upload.wikimedia.org/wikipedia/en/c/c7/Yaan.jpg
622,Alluri Seetharama Raju,1974,U,"Action, Biography, Drama            ",    Biopic on the life of the famous Telugu freedom fighter Alluri Seetarama Raju..,187,https://upload.wikimedia.org/wikipedia/en/d/d3/Alluri_Seetarama_Raju_film_poster.jpg
623,Adavi Donga,1985,U,"Action, Comedy, Family            ",nan,136,https://upload.wikimedia.org/wikipedia/en/5/5e/Adavi_Donga.jpg
624,Madhuram,2014,,"Drama, Fantasy, Romance            ",    A coffee cup takes us through a journey exploring the seven stages of love.,63,https://m.media-amazon.com/images/M/MV5BYmE2MTRlZGQtZGNlYy00YmFmLWJlY2ItNTk1OWU4ZjVkNmQyXkEyXkFqcGc@._V1_.jpg
625,Vasu,2002,,"Drama, Romance            ",    Vasu is a musician and is hated by his father due to his unemployment. He emerges into a famous musician with the inspiration of his girlfriend.,146,https://upload.wikimedia.org/wikipedia/en/3/37/Vasu_Poster.jpg
626,Shiva,2006,A,"Action, Crime, Drama            ","    Sangli-based Shiva Kumar re-locates to Mumbai to live with his brother, Daksh; Bhabi, Manasi; and their son. He gets recruited as a Sub-Inspector with Mumbai Police, and Manasi hopes that ...                See full summaryÂ Â»",160,https://upload.wikimedia.org/wikipedia/en/3/30/Shiva_2006_poster.jpg
627,Saakshyam,2018,UA,Action            ,    A group of people commit unspeakable crimes and are confident of getting away with it since there are no witnesses. But nature is witness to their crimes and when all five elements of ...                See full summaryÂ Â»,166,https://upload.wikimedia.org/wikipedia/en/c/c1/Saakshyam.jpg
628,Shadow,2013,,"Action, Crime, Drama            ",    A son seeks to avenge the murder of his father.,160,https://upload.wikimedia.org/wikipedia/en/thumb/0/05/Shadow_2013_poster.jpg/330px-Shadow_2013_poster.jpg
629,Babu Bangaram,2016,UA,"Action, Comedy            ",    A cop goes undercover to investigate a businesswoman and her father.,150,https://upload.wikimedia.org/wikipedia/en/7/74/Venkatesh-Maruthi_Project.jpg
630,Shivam,2013,UA,"Action, Comedy, Romance            ",    The story of a boy (Ram) who wants to make his love life and marriage a success.,168,https://upload.wikimedia.org/wikipedia/en/e/e1/SHIVAM_Movie_Poster.jpg
631,Rayudu,1998,,Family            ,"    Rayudu is a 1998 Indian Telugu film, directed by Ravi Raja Pinisetty and Produced by M. Mohan Babu. The film stars Mohan Babu, Soundarya, Rachana, Brahmanandam and Srinivasa Rao Kota in ...                See full summaryÂ Â»",150,https://upload.wikimedia.org/wikipedia/en/d/df/Raayudu_movie.jpg
632,Lion,2015,,"Action, Drama            ",    A man wakes up from coma and finds himself in the middle of a conspiracy hatched by the corrupt Chief Minister of the state.,143,https://upload.wikimedia.org/wikipedia/en/0/05/Lion_%282015_film%29.jpg
633,Pantham,2018,UA,Action            ,    Vikranth is a vigilante who has targeted 'Nayak Bhai' and his money. Who is Vikranth and what is his beef with Nayak forms the crux of the story.,122,https://upload.wikimedia.org/wikipedia/en/6/65/Pantham.jpg
634,Govindha Govindha,1993,U,"Action, Crime, Drama            ","    A Tantric believes that by donating a virgin woman's head to gods crown, would bring down the universe to his feet. How the hero and heroine gets entangled in the underworld nexus, while rescuing the robbery, forms the crux of the plot.",145,https://upload.wikimedia.org/wikipedia/en/7/78/Govinda_Govinda.jpg
635,Nippu,2012,,"Action, Comedy, Drama            ",    The story begins with Surya (Ravi Teja) who owns a gym center and he also has a good friend Sriram (Srikanth). Surya is in love with his friend's sister Meghna (Deeksha Seth) and after some...                See full summaryÂ Â»,159,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Nippu_Poster.jpg/330px-Nippu_Poster.jpg
636,Pasivadi Pranam,1987,U,"Action, Drama, Thriller            ",    Madhu (Chiranjeevi) is a painter who becomes a drunkard since his wife is killed immediately after their marriage in an accident. He leads a careless life until a kid (Baby Sujitha) who is ...                See full summaryÂ Â»,140,https://upload.wikimedia.org/wikipedia/en/1/10/Pasivadi_Pranam_poster.jpg
637,Chanakya,2019,UA,"Action, Thriller            ",    Arjun aka Ramakrishna is a RAW marshall from Delhi who has a 100% success rate at nabbing terrorists. What happens when he makes enemies out of India's most wanted Ibrahim Qureshi and his son Sohail?,147,https://upload.wikimedia.org/wikipedia/en/b/b1/Chanakya_Film_Poster.jpg
638,Kondaveeti Raja,1986,U,"Action, Drama            ",nan,140,https://upload.wikimedia.org/wikipedia/en/thumb/d/de/Kondaveeti_Raja.jpg/330px-Kondaveeti_Raja.jpg
639,Jessie,2019,A,"Horror, Thriller            ","    Set in an abandoned house, the film follows a team of professional ghost hunters trying to conduct a paranormal investigation to unveil the mystery of two sisters, Jessie and Amy, where Amy shows unusual mental and physical behaviour.",106,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT6aY3ZsMoVmZ4J1HNx5-RbjRf4ayRx5FbIfYxEW_av8hznAraXCwJrUcKjkhtX43sI-GXk
640,Ninu Veedani Needanu Nene,2019,U/A,Comedy            ,    Ninu Veedani Needanu Nene is about a young man who gets mired in a dire situation and comes out successfully.,123,https://upload.wikimedia.org/wikipedia/en/3/38/Ninu_Veedani_Needanu_Nene.jpg
641,E,2006,U,"Action, Drama, Thriller            ","    E along with his friend Tony (Karunas) carries out small crimes to earn money. E brought up in tough conditions, grows up as a tough, fearless and emotionless guy. Meanwhile; ...                See full summaryÂ Â»",150,https://upload.wikimedia.org/wikipedia/en/b/b1/E_2006_poster.jpg
642,Ramayanam,1996,U,History            ,"    The story dealt with Lord Rama and his retaliation over Ravana, in which all the characters played in the film were child artists",160,https://upload.wikimedia.org/wikipedia/en/7/7d/Ramayanam_telugu.jpg
643,Meeku Matrame Chepta,2019,UA,Comedy            ,"    Rakesh, in an effort to woo his fiance, has promised her that he is a teetotaler. But when a compromising video of his leaks just two days before his wedding, all hell breaks loose.",120,https://upload.wikimedia.org/wikipedia/en/1/1f/Meeku_Maathrame_Cheptha.jpg
644,Jay Jay,2003,,Romance            ,    A different concept of destiny for a love story.,156,https://upload.wikimedia.org/wikipedia/en/thumb/9/97/Jay_Jay_poster.jpg/330px-Jay_Jay_poster.jpg
645,Naaga,2003,,Action            ,nan,0,https://upload.wikimedia.org/wikipedia/en/f/f6/Naaga_poster.jpg
646,Venkatadri Express,2013,U,"Adventure, Comedy            ",    A simple train journey to Tirupathi goes horribly awry for Sundeep (Sundeep) and Prarthana (Rakul) after they miss boarding the Venkatadri Express.,127,https://upload.wikimedia.org/wikipedia/en/a/a0/Venkatadri_Express_poster.jpg
647,Golkonda High School,2011,,"Drama, Family            ",    A school in financial trouble hires an ex-student with a chequered past to regain the glory of its once famous cricket program,130,https://upload.wikimedia.org/wikipedia/en/c/c8/Golconda_High_School.jpg
648,Khaidi No. 786,1988,U,"Action, Drama, Romance            ","    Gopi is an aspiring police constable and also a music master in a village. Radha is daughter of Arrogant Village head Surya Chandra Rao. Radha, in a fracas with Gopi, seeks revenge. But ...                See full summaryÂ Â»",144,https://upload.wikimedia.org/wikipedia/en/thumb/0/01/Khaidi_No._786.jpg/330px-Khaidi_No._786.jpg
649,Morning Raga,2004,,"Drama, Music            ","    Morning Raga is about the meeting of worlds. It is a story that brings the modern and traditional together, unites the past with present, Carnatic music with Western music, as never before ...                See full summaryÂ Â»",110,https://upload.wikimedia.org/wikipedia/en/6/64/Morning_Raga_-_2004_Movie_Poster.jpg
650,Hitler,1997,U,"Action, Drama            ",    A protective and caring brother overcomes plethora of challenges to unite his family after understanding his father's side of story,152,https://upload.wikimedia.org/wikipedia/en/1/10/Hitler_Telugu_Poster.jpg
651,Anjaneyulu,2009,A,"Action, Comedy, Crime            ",    A news reporter joins a gang incognito to expose corrupt politicians as well as find out who killed his parents.,143,https://upload.wikimedia.org/wikipedia/en/e/e9/Anjaneyulu_poster.jpg
652,Khaidi Garu,1998,,Action            ,"    Khaidi Garu is a Indian Telugu film,directed by Om Sai Prakash and Produced by M Venkatadri Naidu and S Aadi Reddy. The film stars Mohan Babu, Krishnam Raju, Srihari and Laila in lead roles...                See full summaryÂ Â»",150,https://upload.wikimedia.org/wikipedia/en/5/55/Khaidi_Garu.jpg
653,Thimiru,2006,U,Action            ,    A young medical student is plagued by local toughs and must fight to see justice done.,155,https://upload.wikimedia.org/wikipedia/en/c/c2/Thimiru_poster.jpg
654,Loafer,2015,,"Action, Drama            ",    An evil father takes away his son from his wife and tries to corrupt the boy.,134,https://upload.wikimedia.org/wikipedia/en/9/97/Loafer_Movie_Poster.jpg
655,Collector Garu,1997,,"Action, Comedy, Drama            ","    With the help of a journalist, a honest district collector fights political corruption.",142,https://m.media-amazon.com/images/M/MV5BOWIxMzRiODAtNGY1OS00MTI2LThmYTQtYTQzYzc0NzhjNjY0XkEyXkFqcGc@._V1_.jpg
656,Tej I Love U,2018,U,Romance            ,"    Tej, a youngster who's highly attached to his family, is banished from his home by his uncle (Peddananna). He then finds himself in London, where he falls in love with Nandini. After long ...                See full summaryÂ Â»",122,https://upload.wikimedia.org/wikipedia/en/b/b8/Tej_I_Love_You.jpg
657,Winner,2017,UA,"Action, Drama            ",    A man who is separated from his family as a child is replaced by an interloper.,155,https://upload.wikimedia.org/wikipedia/en/2/2c/Winner_firstlook.jpg
658,Anveshana,1985,A,"Mystery, Thriller            ",    The story of an Ornithologist and a Police investigator coming to a forest and trying to solve the mystery of a series of killings allegedly by a man-eating tiger.,113,https://upload.wikimedia.org/wikipedia/en/9/98/Anveshana.jpg
659,Ism,2016,UA,Action            ,    Hackers and gangsters collide in this story about the fight against corruption.,132,https://upload.wikimedia.org/wikipedia/en/d/d9/Ism_poster.jpg
660,Abhinetri,2016,UA,"Comedy, Horror            ",    The Telugu version of the trilingual horror-comedy wherein a husband finds out his wife is possessed. The Hindi version is Tutak Tutak Tutiya (2016) and the Tamil version is Devi(L) (2016),127,https://upload.wikimedia.org/wikipedia/en/2/23/Devi_2016_poster.jpg
661,Allari Ramudu,2002,,"Action, Comedy, Drama            ",nan,0,https://upload.wikimedia.org/wikipedia/en/9/9a/Allari_Ramudu_poster.jpg
662,Devadasu,2006,,Romance            ,"    Devadas is the typical poor guy, while Bhanumati is a rich NRI girl whose father is the senator of New York. They fall in love when the girl comes to India to learn classical dance. Coming ...                See full summaryÂ Â»",175,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/YVS_Devadasu_01.tif/lossy-page1-330px-YVS_Devadasu_01.tif.jpg
663,Kodama Simham,1990,U,"Action, Adventure, Western            ",    Chiranjeevi has to get back the treasures hidden by his father by fighting the bad guys to release his mother from jail,141,https://upload.wikimedia.org/wikipedia/en/1/1a/Kodama_Simham.jpg
664,April 1 Vidudala,1991,U,"Comedy, Romance, Thriller            ",    A habitual liar and con-man tries to transform himself into a honest and truthful person to win the heart of his ladylove.,144,
665,Lankeshwarudu,1989,U,"Action, Drama            ",    An orphan grows to become a powerful gangster but faces challenges from within his gang as well as his police officer brother-in-law.,157,https://upload.wikimedia.org/wikipedia/en/f/fe/Lankeswarudu.jpg
666,Kondaveeti Donga,1990,U,"Action, Adventure, Drama            ","    Unable to tolerate the worries of the villagers, Raja takes aid of a fairy tale hero 'Kondaveeti Donga', transforms himself into one and sets out to save the people from an evil hypnotizer Kadra.",151,https://upload.wikimedia.org/wikipedia/en/4/4a/Kondaveeti_Donga.jpg
667,O Pitta Katha,2020,U,"Drama, Thriller            ",    Two men fall deeply in love with the same woman but when she suddenly gets kidnapped they get involved in the case to rescue her.,128,https://upload.wikimedia.org/wikipedia/en/thumb/e/eb/O_Pitta_Katha.jpg/330px-O_Pitta_Katha.jpg
668,Mutamestri,1993,U,"Action, Drama            ",    The story of a vegetable market worker who rises to the state of a minister.,163,https://upload.wikimedia.org/wikipedia/en/a/af/Mutha_Mestri.jpg
669,Subbu,2001,,Drama            ,nan,0,https://upload.wikimedia.org/wikipedia/en/9/99/Subbu_telugu.jpg
670,Pilla Nuvvu Leni Jeevitham,2014,A,"Action, Drama, Romance            ",    Seenu(Sai Dharam Tej) falls in love with Shailu(Regina) and proposes to her but gets rejected every time.Twist in the tale arises when Seenu comes to know that Shailu is in danger posed by ...                See full summaryÂ Â»,160,https://upload.wikimedia.org/wikipedia/en/9/9c/Pilla-Nuvvu-Leni-Jeevitham-Telugu-Film-Poster.jpg
671,Sri Ramulayya,1999,,Action            ,nan,0,https://i.scdn.co/image/ab67616d0000b27327004827cc717e8554c33093
672,Boss,2006,U,Romance            ,"    Abandoned at birth at the Kasturba Annarthalay by her father, Gangulal, due to her gender, Anuradha grows up, and feels rejected when she is by-passed for adoption. When she grows up, she ...                See full summaryÂ Â»",151,https://upload.wikimedia.org/wikipedia/en/thumb/a/a7/Boss_%282006_film%29.jpg/330px-Boss_%282006_film%29.jpg
673,Anaganaga Oka Roju,1997,U,"Action, Comedy, Drama            ",    Two runaway lovers are wanted both by the police and a bunch of crooks. Unknown to them they carry a powerful evidence that can expose a dirty political plot. The only person who can help ...                See full summaryÂ Â»,119,https://upload.wikimedia.org/wikipedia/en/0/08/Anaganaga_oka_roju.jpg
674,Raghavendra,2003,,"Action, Drama, Romance            ",    Raghavendra's life comes to a standstill when his lover is killed by a ruthless don and starts to live a reclusive life. However circumstances forces him to fight against the perpetrators who have ruined his life.,151,https://upload.wikimedia.org/wikipedia/en/2/20/Raghavendra_poster.jpg
675,Kondaveeti Simhasanam,2002,U,"Action, Drama            ",nan,180,https://upload.wikimedia.org/wikipedia/en/d/d0/Kondaveeti_Simhasanam.jpg
676,Cinema Chupista Maava,2015,,Family            ,"    Kaththi(Raj Tarun) is a careless youth who spends his life without any goal. One fine day, he falls in love with a Bengali girl named Parineetha(Avika Gor) and her father has some conditions for him to marry her daughter.",143,https://upload.wikimedia.org/wikipedia/en/8/8c/Cinema_Choopistha_Mava.jpg
677,Sri Jagadguru Adi Shankara,2013,,Drama            ,    The film is based on the life of 8th century philosopher Adi Shankara. The film is the sequel of the 2001 Telugu Devotional film Sri Manjunatha.,0,https://upload.wikimedia.org/wikipedia/en/thumb/d/d4/Jagadguru_Adi_Shankara.jpg/330px-Jagadguru_Adi_Shankara.jpg
678,Hawaa,2019,UA,Crime            ,"    A Gripping Nightmarish Journey in Broad Daylight which revolves around 9 BRAINS, 9 CRIMES in 9 HOURS..!.",110,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRvBZBEqKROwG_ZFEem10RIKw8BY7Sez5YiJhWCZA3Z1UN1Wwl1uFNAX7aNrczqPwKhlZUC
679,Toofan,2013,,Action            ,    ACP Vijay Khanna is transferred to Mumbai. He is assigned to an investigation that puts him face to face with the oil mafia.,137,https://upload.wikimedia.org/wikipedia/en/a/ad/Zanjeer_poster.jpg
680,Ongole Githa,2013,A,"Action, Comedy            ",    White(Ram) enters the Chilli market yard in Ongole at the age of 12. Adikeshava (Prakash Raj) is the chairman of that Chilli yard. White comes to know of Adikeshava's real character and ...                See full summaryÂ Â»,160,https://upload.wikimedia.org/wikipedia/en/4/49/Ongole_Gittha_poster.jpg
681,Chukkallo Chandrudu,2006,,Drama            ,    A rich boy tries to identify the girl to marry from his 3 childhood friends.,146,https://upload.wikimedia.org/wikipedia/en/thumb/f/fc/Chukkallo_Chandrudu_poster.jpg/330px-Chukkallo_Chandrudu_poster.jpg
682,Indrudu Chandrudu,1989,U,"Comedy, Drama            ",    A corrupt mayor decides to live honest life.,158,https://upload.wikimedia.org/wikipedia/en/0/0b/Indrudu_Chandrudu_poster.jpg
683,Sankranthi,2005,U,Drama            ,"    Raghavendra, Vishnu, Chinna, and Vamsi are brothers. Raghavendra and Anjali (Arti Agarwal) fall in love and they are relatives as well. They get engaged with the consent of parents. But ...                See full summaryÂ Â»",160,https://upload.wikimedia.org/wikipedia/en/7/79/Sankranti_film_poster.jpg
684,Aa Okkati Adakku,1993,U,Comedy            ,nan,155,https://upload.wikimedia.org/wikipedia/en/5/50/Aa_Okkati_Adakku.jpg
685,Eeshwar,2002,,"Action, Drama            ",nan,0,https://upload.wikimedia.org/wikipedia/en/a/ab/Eeswar_film_poster.jpg
686,Ratchakan,1997,,"Action, Romance            ","    Ajay, a short tempered young man falls in love with soniya daughter of a bigshot. Things take a turn for the worse when soniya's father puts a condition that Ajay has to control his temper for 3 months while working in his company.",154,https://upload.wikimedia.org/wikipedia/en/f/f4/Ratchagan_poster.jpg
687,Marudhu,2016,UA,"Action, Drama            ",    Maruthu is a rustic action entertainer where Vishal plays the role of a labourer. The story revolves around his relationship with his grandmother.,146,https://upload.wikimedia.org/wikipedia/en/a/a1/Marudhu_poster.jpg
688,Yamudiki Mogudu,1988,U,"Action, Comedy, Fantasy            ","    A man, who wrongfully dies before his time, is reincarnated in the body of a lookalike.",145,https://upload.wikimedia.org/wikipedia/en/7/7f/Yamudiki_Mogudu.jpg
689,Police Police,2010,A,Action            ,"    Srikanth (S.P Ranadheer) appears as the protagonist while Prithviraj Sukumaran (D.S.P) appears as the antagonist. Srikanth is a sincere cop who tries to remove the wrong doers, whereas ...                See full summaryÂ Â»",142,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Police_police.jpg/330px-Police_police.jpg
690,Evvarikee Cheppoddu,2019,U,Drama            ,"    Hari and Harathi are in love, but Harathi's father won't agree to their relationship because of their caste differences.",133,https://upload.wikimedia.org/wikipedia/en/9/9f/Evvarikee_Cheppoddu.jpg
691,Sudigaadu,2012,UA,"Action, Comedy            ","    Join Shiva, a larger than life hero on a madcap journey to find his kidnapped parents and to capture a notorious criminal.",140,https://upload.wikimedia.org/wikipedia/en/thumb/e/e7/Sudigadu_Poster.jpg/330px-Sudigadu_Poster.jpg
692,Rama Rama Krishna Krishna,2010,UA,"Action, Comedy, Drama            ",    After his wife's murder he give up Mumbai and goes to a village with his two sisters for their safety.,161,https://upload.wikimedia.org/wikipedia/en/9/93/Rama_Rama_Krishna_Krishna.jpg
693,Geethanjali,2014,A,"Comedy, Horror            ",    Filmmakers are haunted by a woman who committed suicide.,135,https://upload.wikimedia.org/wikipedia/en/e/e6/Geethanjali_2014_film_poster.jpg
694,Padamati Sandhya Ragam,1987,U,Romance            ,    The story of an Indian girl falling in love with an American in 80s USA.,142,https://upload.wikimedia.org/wikipedia/en/d/d1/Padamati_Sandhya_Ragam.jpg
695,Sri Manjunatha,2001,U,"Drama, Family, History            ",    The story of the famous Saint-Poet Manjunatha.,152,https://upload.wikimedia.org/wikipedia/en/8/89/Sri_Manjunatha.jpg
696,Vennela,2005,UA,Romance            ,nan,133,https://upload.wikimedia.org/wikipedia/en/f/f7/Vennela.jpg
697,Jaguar,2016,,Action            ,"    Krishna, a young medical student, strikes against corrupt figures of power as a vigilante and tries to decribes his father's injustice death while trying to win the love of his friend's sister as a college student.",153,https://upload.wikimedia.org/wikipedia/en/9/92/Jaguar_Film_Poster.jpg
